node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,host
141,142,0.07673569985,106.018793393356,24.7298442251625,105.570575516645,25.7432397091148,0.07673569985,0,2021.41415914849,2021.49089484834,NA,NA
141,263,0.02520669224,106.018793393356,24.7298442251625,106.612063847779,24.5394202462466,0.02520669224,0,2021.41415914849,2021.43936584073,NA,NA
263,264,0.03849650141,106.612063847779,24.5394202462466,106.724243437794,24.0126925002424,0.06370319365,0.02520669224,2021.43936584073,2021.47786234214,NA,NA
264,265,0.0111134131,106.724243437794,24.0126925002424,105.270898682571,23.0374363297883,0.07481660675,0.06370319365,2021.47786234214,2021.48897575524,NA,NA
265,266,0.0115098555,105.270898682571,23.0374363297883,103.470739859702,21.4635497722138,0.08632646225,0.07481660675,2021.48897575524,2021.50048561074,NA,NA
142,143,0.01404571777,105.570575516645,25.7432397091148,101.888478270548,25.1454084439055,0.09078141762,0.07673569985,2021.49089484834,2021.50494056611,NA,NA
265,270,0.01895390462,105.270898682571,23.0374363297883,106.022726950559,24.3406330724666,0.09377051137,0.07481660675,2021.48897575524,2021.50792965986,NA,NA
142,200,0.01730506718,105.570575516645,25.7432397091148,107.434209698036,26.7090516747599,0.09404076703,0.07673569985,2021.49089484834,2021.50819991552,NA,NA
200,204,0.003144227433,107.434209698036,26.7090516747599,108.497106977606,27.4768252361487,0.097184994463,0.09404076703,2021.50819991552,2021.51134414296,NA,NA
204,213,0.001239172047,108.497106977606,27.4768252361487,109.068940110326,27.2209049908427,0.09842416651,0.097184994463,2021.51134414296,2021.512583315,NA,NA
143,144,0.007912641658,101.888478270548,25.1454084439055,101.413180297285,25.0850746593595,0.098694059278,0.09078141762,2021.50494056611,2021.51285320777,NA,NA
270,271,0.006814547605,106.022726950559,24.3406330724666,109.64197768432,26.2228515964149,0.100585058975,0.09377051137,2021.50792965986,2021.51474420747,NA,NA
144,145,0.002459555641,101.413180297285,25.0850746593595,102.304253800362,25.0350781514095,0.101153614919,0.098694059278,2021.51285320777,2021.51531276341,NA,NA
266,267,0.01488542152,103.470739859702,21.4635497722138,102.329566920028,21.0638270237039,0.10121188377,0.08632646225,2021.50048561074,2021.51537103226,NA,NA
143,199,0.01096613113,101.888478270548,25.1454084439055,99.6478314302028,25.0988363765453,0.10174754875,0.09078141762,2021.50494056611,2021.51590669724,NA,NA
204,205,0.006266934956,108.497106977606,27.4768252361487,111.094603695161,29.3717082877558,0.103451929419,0.097184994463,2021.51134414296,2021.51761107791,NA,NA
145,148,0.00262408269,102.304253800362,25.0350781514095,102.634112181765,25.033192083901,0.103777697609,0.101153614919,2021.51531276341,2021.5179368461,NA,NA
