node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,host,startClade,endClade
141,142,518.9175884,107.848897817301,26.0439956283846,106.480796118126,25.9252569902005,518.9175884,0,-993.775904546657,-474.858316146657,NA,NA,main,main
142,143,1978.08881,106.480796118126,25.9252569902005,107.084064135375,27.4488076890898,2497.0063984,518.9175884,-474.858316146657,1503.23049385334,NA,NA,main,main
142,271,2020.438471,106.480796118126,25.9252569902005,106.005021331923,23.6373030708705,2539.3560594,518.9175884,-474.858316146657,1545.58015485334,NA,NA,main,main
143,144,160.610226,107.084064135375,27.4488076890898,108.15646645441,28.5036235591494,2657.6166244,2497.0063984,1503.23049385334,1663.84071985334,NA,NA,main,main
144,181,165.6068077,108.15646645441,28.5036235591494,108.40293633653,29.6552565356554,2823.2234321,2657.6166244,1663.84071985334,1829.44752755334,NA,NA,main,main
144,145,171.0461212,108.15646645441,28.5036235591494,111.257797841708,29.3598687798885,2828.6627456,2657.6166244,1663.84071985334,1834.88684105334,NA,NA,main,main
143,197,362.0074586,107.084064135375,27.4488076890898,104.854644024679,26.1930904652613,2859.013857,2497.0063984,1503.23049385334,1865.23795245334,NA,NA,main,main
145,150,45.1741373,111.257797841708,29.3598687798885,111.759780835266,29.2668186439315,2873.8368829,2828.6627456,1834.88684105334,1880.06097835334,NA,NA,main,main
271,276,352.4384233,106.005021331923,23.6373030708705,102.71606902333,21.2884775525138,2891.7944827,2539.3560594,1545.58015485334,1898.01857815334,NA,NA,main,main
145,146,77.31022221,111.257797841708,29.3598687798885,111.431991621653,29.3832376364268,2905.97296781,2828.6627456,1834.88684105334,1912.19706326334,NA,NA,main,main
197,198,57.97660111,104.854644024679,26.1930904652613,99.8630889434799,25.006891533191,2916.99045811,2859.013857,1865.23795245334,1923.21455356334,NA,NA,main,main
181,182,100.554505,108.40293633653,29.6552565356554,109.320651636512,29.8454132623047,2923.7779371,2823.2234321,1829.44752755334,1930.00203255334,NA,NA,main,main
146,148,28.49495127,111.431991621653,29.3832376364268,111.077072485844,29.6247845718552,2934.46791908,2905.97296781,1912.19706326334,1940.69201453334,NA,NA,main,main
197,202,76.60934881,104.854644024679,26.1930904652613,105.53462781717,25.9816014273416,2935.62320581,2859.013857,1865.23795245334,1941.84730126334,NA,NA,main,main
150,177,65.35871624,111.759780835266,29.2668186439315,112.082363918878,30.1820008064911,2939.19559914,2873.8368829,1880.06097835334,1945.41969459334,NA,NA,main,main
150,151,68.72162271,111.759780835266,29.2668186439315,114.744418404042,24.0120814255665,2942.55850561,2873.8368829,1880.06097835334,1948.78260106334,NA,NA,main,main
182,183,48.4748051,109.320651636512,29.8454132623047,109.110676058835,29.6767445313239,2972.2527422,2923.7779371,1930.00203255334,1978.47683765334,NA,NA,main,main
198,199,59.49890183,99.8630889434799,25.006891533191,99.7055934161624,24.793396691567,2976.48935994,2916.99045811,1923.21455356334,1982.71345539334,NA,NA,main,main
151,161,34.76217664,114.744418404042,24.0120814255665,114.310889134376,22.9577044191593,2977.32068225,2942.55850561,1948.78260106334,1983.54477770334,NA,NA,main,main
202,203,42.20241122,105.53462781717,25.9816014273416,104.656815895036,25.3816517914716,2977.82561703,2935.62320581,1941.84730126334,1984.04971248334,NA,NA,main,main
